ticker,name,close,ma30w,volume_ratio,volume_condition,mansfield_rs,industry
GAP,Gap Inc.,23.479999542236328,23.08866653442383,5.051948271052629,A,-10.608783759924812,Consumer Discretionary
SNPS,시놉시스,442.6099853515625,438.3779998779297,2.5803303826583956,A,-10.708323580669576,Information Technology
