ticker,name,close,high_252,pct_from_high,ma200,momentum_pct,new_high_count,volume_ratio,overheat_pct,score,industry
007340,DN오토모티브,62800.0,61300.0,2.4469820554649266,33991.5,124.28571428571429,2,4.4909436828309035,29.61816305469556,10.12955919209789,일차전지 및 이차전지 제조업
001450,현대해상,49700.0,45800.0,8.51528384279476,32508.0,61.36363636363637,2,2.4037456074170294,21.21951219512195,6.571927425598847,보험업
078930,GS,119300.0,118700.0,0.5054759898904801,69087.25,67.3211781206171,5,1.0688531651053275,22.61048304213772,5.684912071136183,기타 금융업
092230,KPX홀딩스,98200.0,93000.0,5.591397849462366,79584.5,28.03129074315515,2,3.003529900332226,11.717861205915813,5.5015645371577575,기초 화학물질 제조업
488770,KODEX 머니마켓액티브,105255.0,105255.0,0.0,103874.855,1.6809158093029994,20,1.9260985979413083,0.0713063320022818,4.0101443884064585,정보없음
272580,TIGER 단기채권액티브,57035.0,57035.0,0.0,56407.8,1.4135846372688479,8,2.51434239806487,0.07896122126688893,3.9850216299283123,정보없음
455890,RISE 머니마켓액티브,55405.0,55400.0,0.009025270758122744,54698.345,1.6512246582882302,20,1.5386890515607548,0.07224780998825973,3.621250284475166,정보없음
481050,KODEX CD1년금리플러스액티브(합성),1023110.0,1023010.0,0.009775075512458334,1010998.91,1.5305347791526536,20,1.5042006068517622,0.06993383183603206,3.580727345809395,정보없음
423160,KODEX KOFR금리액티브(합성),110815.0,110800.0,0.013537906137184115,109623.245,1.385165734988701,20,1.4772976108611888,0.06320827125378121,3.546555897610624,정보없음
496020,WON 전단채플러스액티브,52395.0,52390.0,0.009543806069860659,51667.185,1.7773892773892772,14,1.4571634776179831,0.08595988538681948,3.2460329414874467,정보없음
0043B0,TIGER 머니마켓액티브,103375.0,103365.0,0.009674454602621778,101992.73,1.7370337565200276,20,1.1410468864483652,0.07744808558013457,3.2278985742743664,정보없음
459580,KODEX CD금리액티브(합성),1075030.0,1074950.0,0.007442206614261129,1062845.49,1.4734477355534161,20,1.1218172501720651,0.06189702754650421,3.195489636949736,정보없음
499660,TIGER CD금리플러스액티브(합성),1001665.0,1001595.0,0.006988852779816193,989833.845,1.5362236571347478,20,1.0249370468001247,0.06443427703742183,3.101748229656862,정보없음
449170,TIGER KOFR금리액티브(합성),111625.0,111615.0,0.008959369260404066,110470.115,1.339083068542896,20,1.0034473878566432,0.058264610971674444,3.070401541283788,정보없음
477080,RISE CD금리액티브(합성),107335.0,107330.0,0.004658529768005217,106133.85,1.4556453518597288,19,1.0020734276506982,0.060594760883751285,3.0248556952436845,정보없음
385550,RISE 단기채권알파액티브,114005.0,114005.0,0.0,112743.04,1.4505005561735262,15,1.1941244590723472,0.07900627660975289,3.0166494868810236,정보없음
475630,TIGER CD1년금리액티브(합성),1074585.0,1074580.0,0.0004652980699436059,1061977.03,1.519603212092584,20,0.8972132847189177,0.06797938269133169,2.9731934453235467,정보없음
469830,SOL 초단기채권액티브,54305.0,54305.0,0.0,53589.095,1.7138040831616408,17,0.9696725812949184,0.07371233760250623,2.9053627854530006,정보없음
477050,PLUS 머니마켓액티브,53450.0,53450.0,0.0,52745.325,1.7029778327466463,20,0.6605336807693629,0.07489234225800412,2.745682572406695,정보없음
479080,1Q 머니마켓액티브,53685.0,53685.0,0.0,52994.075,1.6665088533282832,20,0.46855678681167834,0.065237651444548,2.5518822294780925,정보없음
487340,ACE 머니마켓액티브,105715.0,105705.0,0.00946029043091623,104280.415,1.7958594126143475,15,0.32272521618876077,0.07573247503194964,2.162518186819478,정보없음
0061Z0,RISE 단기특수은행채액티브,50945.0,50945.0,0.0,50361.895,1.4840637450199203,16,0.12462041499009481,0.06874877234335101,1.998823602241091,정보없음
473290,KODEX 26-12 회사채(AA-이상)액티브,10875.0,10870.0,0.045998160073597055,10762.815,1.3986013986013985,10,0.18753959067190554,0.09203865623561897,1.7574696606019755,정보없음
