ticker,name,close,ma30w,volume_ratio,mansfield_rs,industry
QCOM,퀄컴,181.97000122070312,171.28900095621745,2.873368657678865,0.5146984371130037,Information Technology
DOCN,DigitalOcean,122.94999694824219,115.97000007629394,2.0742944159678567,34.36221173900782,Information Technology
BG,Bunge Global,122.41000366210938,119.353333791097,2.069464965953602,3.81823588836232,Consumer Staples
