ticker,name,close,high_252,pct_from_high,ma200,momentum_pct,new_high_count,volume_ratio,overheat_pct,score,industry
ILMN,"Illumina, Inc.",213.24000549316406,207.0,3.014495407325634,146.47104972839355,77.70000457763672,2,1.6774302283713698,10.693524796918458,6.662430457253206,Health Care
NDSN,Nordson Corporation,334.70001220703125,315.67999267578125,6.025095024246433,274.06255088806154,13.870656464861437,3,3.7703392374662266,7.971232217522145,4.843532823243072,Industrials
IQV,IQVIA,256.04998779296875,251.36000061035156,1.8658446734679246,199.29324966430664,51.18681322047571,1,1.1703190022951926,6.016057992495067,4.779659663318978,Health Care
BIO,Bio-Rad Laboratories,376.4599914550781,367.95001220703125,2.312808524452131,297.893899230957,38.455314419168765,5,1.1577051710830975,4.227688726281685,4.330470892041536,Health Care
CART,Maplebear Inc.,51.06999969482422,51.060001373291016,0.019581514422820107,41.64899980545044,43.59623693749034,1,1.016664490361972,1.9768327227888238,4.246476337236489,Consumer Staples
PR,Permian Resources,23.8700008392334,23.170000076293945,3.0211513190958033,18.0433499956131,33.50112952807307,2,1.4291128793519507,13.127964017461913,4.204169355755605,Energy
OVV,Ovintiv,66.69999694824219,66.43000030517578,0.40643781698939707,51.20175012588501,31.63607530801404,3,1.283911461734252,7.0454108139900145,4.015715227134954,Energy
RGEN,Repligen,180.2899932861328,179.8699951171875,0.23350096199851372,140.45264957427977,31.387546773269875,2,1.3159385063101718,7.642239759488914,3.985315844973666,Health Care
RVTY,Revvity,124.12999725341797,122.11000061035156,1.6542434141099878,100.41784992218018,24.241810332846548,2,1.5558947473205693,5.64255085397274,3.867985263962897,Health Care
LH,Labcorp,332.80999755859375,331.20001220703125,0.48610667035727867,271.4750505065918,17.817185151094307,8,0.9860008892601625,3.168108539236407,3.276860146814878,Health Care
ARGX,아제닉스(ADR),1038.1199951171875,1035.0899658203125,0.2927310086011404,835.4750982666015,22.526731245625477,3,0.7946103087074893,21.142669517072697,3.070946870988763,정보없음
EOG,EOG Resources,152.19000244140625,151.8699951171875,0.21071135478197825,126.50779964447021,22.862677861372422,1,0.8516927608394551,7.623222190881933,3.0448266539080757,Energy
