ticker,name,tier,score,close,ma30w,pct_from_high,volume_ratio,curl_up_pct,base_slope_pct,rel_return,industry
TECH,Bio-Techne,돌파 임박,6.98809401647492,72.27999877929688,59.76633326212565,-0.20709861279427233,0.4839751809749693,1.5219888480405235,-0.38804511371198275,42.23912435605147,Health Care
ABNB,에어비앤비,돌파 임박,6.716385019082148,185.0,140.12766749064127,-1.1329602247262844,0.9421203208086024,4.0482446058200585,4.057186170280714,41.15273447087426,Consumer Discretionary
WEX,WEX Inc.,돌파 임박,6.633206821154099,197.85000610351562,157.72266642252603,-0.9214263685687136,0.5280276938658792,2.9118275096406894,-0.3089732339787359,38.86437147084663,Financials
EXPE,Expedia Group,돌파 임박,6.45328336425972,324.1700134277344,249.0383305867513,-2.721755213190803,0.710973433891218,1.7259433575328613,-1.4793417449724888,45.94991685192038,Consumer Discretionary
BBVA,BBVA(ADR),돌파 임박,5.82224199981953,28.6299991607666,23.822000122070314,-1.0711864808924072,0.9035522866824605,2.376552784371207,4.633072389421608,24.781182247533994,정보없음
VRTX,버텍스 파머슈티컬,돌파 임박,5.537254810711886,540.260009765625,465.85633341471356,-1.0820757876588447,0.6837888311010262,1.4033975863756705,2.474446398054829,23.096147517692327,Health Care
DXCM,Dexcom,돌파 임박,5.474683783203292,90.22000122070312,71.19033304850261,-1.892124707582047,0.8500470987974384,3.4803377278354577,4.810173140309951,24.727244685950623,Health Care
ABBV,애브비,돌파 임박,5.416225041467561,261.8299865722656,227.69966634114584,-2.1086531658492933,0.6298364094315461,1.868106467178288,1.4264730523428968,22.638406517734715,Health Care
SHEL,쉘(ADR),돌파 임박,4.906130032423288,93.6500015258789,85.61533330281576,-1.3171759535316017,0.60131855714751,2.815305925167201,4.415047906044963,13.70749834114951,정보없음
ESNT,Essent Group Ltd.,돌파 임박,4.851255813705287,68.52999877929688,62.107666397094725,-2.1000017438616068,0.6533253652118786,1.2030980609718915,-0.4617165113954231,20.758131179527407,Financials
SCHW,찰스 슈왑,돌파 임박,4.8058257115282075,109.79000091552734,96.16066614786784,-1.2502243081786795,0.5461760635375924,0.9087600505852682,-0.44539193967032714,28.068203536933424,Financials
SOLV,Solventum,돌파 임박,4.55825232165482,88.61000061035156,75.0550001780192,-1.5444437662760415,0.5777701067055852,0.9898725158522329,-0.14645013664854598,20.603935713366077,Health Care
V,비자,돌파 임박,4.556291799962891,365.7300109863281,329.4323323567708,-2.20338267975459,0.889983364280833,1.102587570603971,-0.2649683398292506,14.441820434171436,Financials
OMC,Omnicom Group,돌파 임박,4.044960870465294,87.06999969482422,77.64866638183594,-1.6713758395564664,0.3930248560094961,0.8048947508639116,-0.07135110872405787,22.12813806905072,Communication Services
A,Agilent Technologies,돌파 임박,3.4096334138618474,156.3000030517578,126.48200022379557,-2.47707064008938,0.7943534729620711,0.7436709478701633,-4.315452420066695,17.70347001058492,Health Care
