ticker,name,close,sma_short,sma_mid,sma_long,days_since_alignment,volume_ratio,momentum_pct,score,industry
AES,AES Corporation,14.800000190734863,14.738499879837036,14.736399974822998,14.56508329709371,1,1.3549254978225973,0.0,2.354925497822597,Utilities
HLNE,Hamilton Lane,103.16000366210938,104.03949928283691,92.02019973754882,91.84941647847494,1,1.0960764553233284,0.0,2.0960764553233284,Financials
CNH,CNH Industrial,13.414999961853027,11.324499940872192,10.966399993896484,10.750833328564962,8,0.15375274107920342,16.046708260394986,2.058423567118702,Industrials
IBKR,Interactive Brokers,89.12000274658203,92.30150032043457,91.98800003051758,84.81791664759318,2,1.02568063900201,-1.4050189751542885,1.9256806390020098,Financials
ADBE,어도비,279.7900085449219,272.7769966125488,245.60219818115235,242.85691630045574,2,0.8957174494042498,-2.198678104927435,1.7957174494042498,Information Technology
ASML,ASML 홀딩(ADR),1682.300048828125,1756.836004638672,1756.3323974609375,1622.927582804362,1,0.7611172342911219,0.0,1.7611172342911219,정보없음
RMD,ResMed|,230.8699951171875,228.56900024414062,214.0332000732422,212.5794999440511,2,0.7427405733151659,-0.21179352172863825,1.6427405733151659,Health Care
SMTC,Semtech,133.85000610351562,133.81350021362306,133.59399993896486,125.01450030008952,1,0.5438370849197416,0.0,1.5438370849197416,Information Technology
MRVL,마벨 테크놀로지 그룹,206.47999572753906,224.4219985961914,223.17699981689452,194.88075002034506,2,0.6273895562913377,-1.8584550945636602,1.5273895562913378,Information Technology
KD,Kyndryl,13.09000015258789,13.102000045776368,12.639800033569337,12.59874997138977,2,0.5883163809259562,-0.22865650329929885,1.4883163809259563,Information Technology
BSY,Bentley Systems,35.119998931884766,36.16800022125244,33.87559993743896,33.67649997075399,2,0.48584775963193505,-1.4037058253598982,1.3858477596319352,Information Technology
CRM,세일스포스,265.1300048828125,217.62749938964845,189.4835998535156,183.5709171295166,4,0.14473321515556775,2.9471134915205712,1.1394445643076248,Information Technology
